crop,year,region,region_id,land_area,crop_yield,crop_price
teff,2013,SNNP,7,202375.61,1242.940901,0.648055833
wheat,2013,SNNP,7,138351.34,2184.537425,0.575197484
barley,2014,SNNP,7,76763.65,1724.201833,0.479331237
maize,2014,SNNP,7,284723.54,3117.945197,0.256442212
millet,2014,SNNP,7,4184.27,1053.689891,0.4
pulses,2014,SNNP,7,221974.34,1307.750495,0.704616918
sorghum,2014,SNNP,7,118211.88,1856.046101,0.292392055
teff,2014,SNNP,7,259507.5,1262.029094,0.648055833
wheat,2014,SNNP,7,118349.23,2380.122169,0.575197484
barley,2015,SNNP,7,73614.79,1723.091433,0.479331237
maize,2015,SNNP,7,310243.28,3222.853127,0.256442212
millet,2015,SNNP,7,4286.67,1508.609947,0.4
pulses,2015,SNNP,7,219502.58,1496.063814,0.704616918
sorghum,2015,SNNP,7,116887.44,2119.477396,0.292392055
teff,2015,SNNP,7,238539.4,1370.25693,0.648055833
wheat,2015,SNNP,7,137294.72,2436.882722,0.575197484
barley,2016,SNNP,7,80861.37,1761.499119,0.479331237
maize,2016,SNNP,7,325116.61,3075.005992,0.256442212
millet,2016,SNNP,7,3781.22,1394.765182,0.4
pulses,2016,SNNP,7,239692.09,1489.817941,0.704616918
sorghum,2016,SNNP,7,105741.73,2040.316439,0.292392055
teff,2016,SNNP,7,212098.09,1307.697269,0.648055833
wheat,2016,SNNP,7,133419.8,2508.127939,0.575197484
barley,2017,SNNP,7,81161.32,1903.674287,0.479331237
maize,2017,SNNP,7,314535.17,3805.511091,0.256442212
millet,2017,SNNP,7,4485.63,1606.244608,0.4
pulses,2017,SNNP,7,235795.37,1681.902999,0.704616918
sorghum,2017,SNNP,7,112193.73,2542.602711,0.292392055
teff,2017,SNNP,7,248124.17,1492.86109,0.648055833
wheat,2017,SNNP,7,127246.59,2665.658475,0.575197484
barley,2018,SNNP,7,93643.58,1942.406185,0.479331237
maize,2018,SNNP,7,320078.03,3928.984535,0.256442212
millet,2018,SNNP,7,9670.25,1590.56922,0.4
pulses,2018,SNNP,7,230386.63,1713.282702,0.704616918
sorghum,2018,SNNP,7,102872.44,2609.376447,0.292392055
teff,2018,SNNP,7,236532.28,1483.216785,0.648055833
wheat,2018,SNNP,7,151583.2,2657.665592,0.575197484
barley,2009,Somali,5,31926.63,1082,0.479331237
maize,2009,Somali,5,39751.64,1644.929266,0.335531866
millet,2009,Somali,5,,,
pulses,2009,Somali,5,773.67,1111.923688,0.862796227
sorghum,2009,Somali,5,21970.22,1615.57176,0.407431551
teff,2009,Somali,5,,,
wheat,2009,Somali,5,7370.25,1082.256911,0.527264361
barley,2010,Somali,5,3015.79,612.1278338,0.479331237
maize,2010,Somali,5,26998.54,1632.798292,0.335531866
millet,2010,Somali,5,,,
pulses,2010,Somali,5,575.71,1492.223515,0.862796227
sorghum,2010,Somali,5,32704.78,1753.674815,0.407431551
teff,2010,Somali,5,,,
wheat,2010,Somali,5,4364.13,1655.426626,0.527264361
barley,2011,Somali,5,39827.8,1423.769879,0.479331237
maize,2011,Somali,5,28094.49,1753.513233,0.335531866
millet,2011,Somali,5,,,
pulses,2011,Somali,5,,,
sorghum,2011,Somali,5,34608.39,1397.931773,0.407431551
teff,2011,Somali,5,,,
wheat,2011,Somali,5,4279.81,1714.114879,0.527264361
barley,2012,Somali,5,33729.39,2624.593893,0.479331237
maize,2012,Somali,5,28934.09,2621.155806,0.335531866
millet,2012,Somali,5,,,
pulses,2012,Somali,5,,,
sorghum,2012,Somali,5,28368.93,2668.563249,0.407431551
teff,2012,Somali,5,,,
wheat,2012,Somali,5,4130.51,2342.460616,0.527264361
barley,2013,Somali,5,35862.69,3018.82073,0.479331237
maize,2013,Somali,5,28808.44,3194.526986,0.335531866
millet,2013,Somali,5,,,
pulses,2013,Somali,5,1058.39,1318.448776,0.862796227
sorghum,2013,Somali,5,31593.75,3103.839778,0.407431551
teff,2013,Somali,5,,,
wheat,2013,Somali,5,4150.13,2235.636474,0.527264361
barley,2014,Somali,5,3030.486277,2816.745987,0.479331237
maize,2014,Somali,5,30095.76,2781.681672,0.335531866
millet,2014,Somali,5,,,
pulses,2014,Somali,5,2877.87,916.1345023,0.862796227
sorghum,2014,Somali,5,30627.74,2873.031572,0.407431551
teff,2014,Somali,5,,,
wheat,2014,Somali,5,20911.31,1803.86432,0.527264361
barley,2015,Somali,5,,,
maize,2015,Somali,5,36592.76,2968,0.335531866
millet,2015,Somali,5,,,
pulses,2015,Somali,5,,,
sorghum,2015,Somali,5,29102.03,3009,0.407431551
teff,2015,Somali,5,,,
wheat,2015,Somali,5,11653.3,2489.599991,0.527264361
barley,2016,Somali,5,,,
maize,2016,Somali,5,25833.74,2380.72482,0.335531866
millet,2016,Somali,5,,,
pulses,2016,Somali,5,,,
sorghum,2016,Somali,5,33056.64,2583.92202,0.407431551
teff,2016,Somali,5,,,
wheat,2016,Somali,5,8300.57,2489.599991,0.527264361
barley,2017,Somali,5,,,
maize,2017,Somali,5,23792.38,2416.0303,0.335531866
millet,2017,Somali,5,,,
pulses,2017,Somali,5,,,
sorghum,2017,Somali,5,41271.04,2303.873467,0.407431551
teff,2017,Somali,5,,,
wheat,2017,Somali,5,5956.14,1527.855793,0.527264361
barley,2018,Somali,5,,,
maize,2018,Somali,5,23792.38,2416.0303,0.335531866
millet,2018,Somali,5,,,
pulses,2018,Somali,5,,,
sorghum,2018,Somali,5,41271.04,2303.873467,0.407431551
teff,2018,Somali,5,,,
wheat,2018,Somali,5,5956.14,1527.855793,0.527264361
barley,2009,Tigray,1,97460.26,1516.261808,0.350391134
maize,2009,Tigray,1,64275.12,1736.397692,0.316358616
millet,2009,Tigray,1,79789.41,1305.926313,0.4
pulses,2009,Tigray,1,71708.16,1166.143755,0.642303858
sorghum,2009,Tigray,1,180027.8,1697.330412,0.328341897
teff,2009,Tigray,1,183376.2,1269.307467,0.558420891
wheat,2009,Tigray,1,101092.5,1372.201499,0.393051614
barley,2010,Tigray,1,106787.74,1348.933979,0.350391134
maize,2010,Tigray,1,64649.07,1271.941159,0.316358616
millet,2010,Tigray,1,64612.04,1147.782921,0.4
pulses,2010,Tigray,1,63797.7,1245.906451,0.642303858
sorghum,2010,Tigray,1,155420.96,1807.083806,0.328341897
teff,2010,Tigray,1,187858.61,1085.919873,0.558420891
wheat,2010,Tigray,1,113595.76,1559.603624,0.393051614
barley,2011,Tigray,1,90648.61,1802.407957,0.350391134
maize,2011,Tigray,1,62857.22,2384.017588,0.316358616
millet,2011,Tigray,1,76065.32,1631.532188,0.4
pulses,2011,Tigray,1,36701.18,1404.097361,0.642303858
sorghum,2011,Tigray,1,216878.62,2150.484206,0.328341897
teff,2011,Tigray,1,165803.79,1263.581948,0.558420891
wheat,2011,Tigray,1,100175.69,1921.7029,0.393051614
barley,2012,Tigray,1,99453.31,1649.054124,0.350391134
maize,2012,Tigray,1,99453.31,1544.551911,0.316358616
millet,2012,Tigray,1,64803.39,2064.547966,0.4
pulses,2012,Tigray,1,50020.04,1559.059869,0.642303858
sorghum,2012,Tigray,1,105308.56,4498.002603,0.328341897
teff,2012,Tigray,1,152740.04,1269.12164,0.558420891
wheat,2012,Tigray,1,152740.04,1310.524588,0.393051614
barley,2013,Tigray,1,98162.52,1617.836869,0.350391134
maize,2013,Tigray,1,69026.2,2334.759019,0.316358616
millet,2013,Tigray,1,78663.67,1769.240972,0.4
pulses,2013,Tigray,1,61633.99,1357.868588,0.642303858
sorghum,2013,Tigray,1,208390.45,2423.999646,0.328341897
teff,2013,Tigray,1,161798.11,1311.655952,0.558420891
wheat,2013,Tigray,1,111846.34,1835.3077,0.393051614
barley,2014,Tigray,1,96577.17,1659.45898,0.350391134
maize,2014,Tigray,1,65201.64,2279.072551,0.316358616
millet,2014,Tigray,1,82129.65,1903.298882,0.4
pulses,2014,Tigray,1,48966.86,1315.836527,0.642303858
sorghum,2014,Tigray,1,215111.82,2539.714145,0.328341897
teff,2014,Tigray,1,185337.29,1330.28704,0.558420891
wheat,2014,Tigray,1,112818.67,1817.370591,0.393051614
barley,2015,Tigray,1,99052.22,1711.643747,0.350391134
maize,2015,Tigray,1,64197.01,2479.078621,0.316358616
millet,2015,Tigray,1,83131.78,2256.228256,0.4
pulses,2015,Tigray,1,39448.71,1418.34534,0.642303858
sorghum,2015,Tigray,1,224367.43,2721.708271,0.328341897
teff,2015,Tigray,1,184848.49,1426.042431,0.558420891
wheat,2015,Tigray,1,108865.39,1868.908062,0.393051614
barley,2016,Tigray,1,99423.28,1580.86247,0.350391134
maize,2016,Tigray,1,62640,2201.611622,0.316358616
millet,2016,Tigray,1,84280.34,1787.070057,0.4
pulses,2016,Tigray,1,44019.99,1170.928117,0.642303858
sorghum,2016,Tigray,1,239371.58,2609.51961,0.328341897
teff,2016,Tigray,1,162782.72,1166.130735,0.558420891
wheat,2016,Tigray,1,102847.97,1712.203313,0.393051614
barley,2017,Tigray,1,94725.02,1788.524088,0.350391134
maize,2017,Tigray,1,62161.78,2558.744698,0.316358616
millet,2017,Tigray,1,82021.79,2265.574928,0.4
pulses,2017,Tigray,1,37230.62,1524.813635,0.642303858
sorghum,2017,Tigray,1,254655.92,2851.972886,0.328341897
teff,2017,Tigray,1,167748.72,1537.4547,0.558420891
wheat,2017,Tigray,1,107929.86,1982.79831,0.393051614
barley,2018,Tigray,1,91579.93,1841.947073,0.350391134
maize,2018,Tigray,1,67675.62,2565.1365,0.316358616
millet,2018,Tigray,1,85575.12,2400.505673,0.4
pulses,2018,Tigray,1,48103.43,1542.177117,0.642303858
sorghum,2018,Tigray,1,242716.17,2922.141285,0.328341897
teff,2018,Tigray,1,176545.98,1607.704356,0.558420891
wheat,2018,Tigray,1,119580.03,2102.452182,0.393051614
